,R,G,B
858,133.21720000000002,98.3944,47.732800000000005
859,134.0908,98.8456,49.0332
860,134.0908,98.8456,49.0332
861,134.6876,99.0844,49.580000000000005
862,135.098,99.4252,50.769600000000004
863,135.614,100.06880000000001,51.0692
864,135.9196,100.88600000000001,50.909600000000005
865,137.7868,102.4804,52.0512
866,138.2524,102.76320000000001,51.787600000000005
867,139.26000000000002,103.58680000000001,52.567600000000006
868,140.13320000000002,104.2552,52.860800000000005
869,139.9056,103.9884,52.6924
870,139.9056,103.9884,52.6924
871,139.49720000000002,103.8656,52.176
872,139.64000000000001,103.67280000000001,51.869600000000005
873,140.4028,103.6704,51.708000000000006
874,141.4592,104.1084,51.8112
875,142.2408,105.22240000000001,52.7344
876,143.054,105.5788,52.3472
877,144.4104,106.70360000000001,52.5032
878,144.5508,106.8908,51.95
879,144.8708,107.1036,52.994800000000005
880,145.314,107.208,52.1496
881,145.314,107.208,52.1496
882,145.5212,107.6696,52.083200000000005
883,146.3728,108.2656,52.778400000000005
884,147.3184,108.78320000000001,52.5236
885,147.6708,109.1452,53.13
886,147.6336,109.3468,53.842800000000004
887,147.8108,109.9072,54.2864
888,148.1764,110.10640000000001,54.808400000000006
889,147.18200000000002,109.0108,53.8868
890,146.5064,108.5164,54.598800000000004
891,146.5064,108.5164,54.598800000000004
892,146.63240000000002,108.4932,54.062000000000005
893,147.9588,109.65520000000001,54.796
894,151.90040000000002,112.84,54.8252
895,155.77880000000002,116.23360000000001,56.468
896,157.73520000000002,118.2288,57.3936
897,158.8436,119.5976,58.5272
898,159.8252,120.99560000000001,61.244400000000006
899,161.5692,123.0912,63.995200000000004
900,162.478,123.26960000000001,63.159600000000005
901,161.5012,121.4456,58.312400000000004
902,161.5012,121.4456,58.312400000000004
903,161.0004,119.9996,56.768
904,160.0428,118.69760000000001,52.857200000000006
905,158.8244,116.638,50.500800000000005
906,158.0208,114.8264,47.9576
907,156.5196,113.046,45.235600000000005
908,154.9548,111.238,43.8324
909,153.8468,109.6592,42.8284
910,151.82,107.8456,41.7444
911,149.8468,105.5128,39.7496
912,146.74120000000002,102.724,37.9728
913,143.63320000000002,99.82440000000001,36.583600000000004
914,141.082,97.7496,35.3848
915,138.9892,95.9736,34.9212
916,137.31560000000002,94.3508,35.1612
917,135.3856,92.04400000000001,34.5552
918,133.4972,89.89280000000001,33.776
919,132.0584,88.0288,33.294000000000004
920,130.4832,86.8908,33.7524
921,129.2468,86.2536,34.5964
922,129.3632,85.6772,32.5536
923,128.4384,84.9316,36.546
924,128.3736,84.98,34.748000000000005
925,127.9788,85.346,36.958800000000004
926,125.39880000000001,81.072,34.5616
927,124.8648,78.95960000000001,31.84
928,126.3468,80.2604,31.9632
929,127.1932,81.30720000000001,32.5688
930,126.64160000000001,80.718,29.7392
931,127.1684,80.178,29.5908
932,127.08680000000001,80.0224,28.8976
933,127.00080000000001,79.82520000000001,28.5528
934,127.0216,79.5192,27.9648
935,127.1876,79.36120000000001,28.1628
936,128.2792,79.8656,28.32
937,128.7456,80.0356,28.064
938,129.73760000000001,80.1888,27.926000000000002
939,130.0096,80.5828,27.362000000000002
940,130.3296,81.0616,28.0012
941,131.40640000000002,81.6812,28.0928
942,132.7528,82.71560000000001,27.980800000000002
943,133.3124,83.4688,29.1812
944,134.2164,83.9912,29.8272
945,134.0548,84.11240000000001,29.613200000000003
946,133.4696,84.096,29.631600000000002
947,133.4512,84.44040000000001,29.9568
948,133.79760000000002,84.30080000000001,31.242800000000003
949,133.35840000000002,84.4808,30.974
950,133.324,84.41000000000001,30.463600000000003
951,133.1424,84.134,30.4372
952,132.9488,83.6592,30.600800000000003
953,132.76680000000002,83.51360000000001,30.3212
954,132.8232,83.5344,30.7196
955,133.082,83.35520000000001,30.4124
956,132.8488,83.304,30.1828
957,132.9404,83.3296,30.484
958,132.8432,83.25880000000001,29.995600000000003
959,132.44920000000002,82.7816,31.166800000000002
960,131.014,81.39800000000001,30.4004
961,129.3236,80.384,31.8792
962,127.6276,79.5496,30.950000000000003
963,126.80560000000001,78.992,29.5788
964,125.5224,78.6644,29.8796
965,125.4688,78.63640000000001,29.1276
966,125.12400000000001,77.94,28.5788
967,123.84200000000001,77.5584,30.448
968,124.32480000000001,76.1956,29.506
969,122.64240000000001,75.84,29.4224
970,123.0296,75.4708,28.788
971,122.2104,75.02080000000001,28.7104
972,122.2372,75.1688,29.125600000000002
973,122.5896,75.3236,28.9536
974,122.59960000000001,75.584,29.040000000000003
975,122.58000000000001,75.7108,28.643600000000003
976,123.2076,75.5608,28.564400000000003
977,123.28240000000001,75.4156,28.3392
978,123.61720000000001,75.474,27.6964
979,123.8888,75.8612,27.5884
980,124.4688,76.2352,27.526
981,124.7544,76.4084,26.9676
982,125.14720000000001,76.1952,27.175600000000003
983,124.906,76.1964,26.6656
984,124.87360000000001,76.1268,26.564400000000003
985,125.37400000000001,75.7988,25.857200000000002
986,125.25240000000001,75.8452,25.5848
987,125.50280000000001,75.74040000000001,25.5496
988,125.41600000000001,75.8756,25.9804
989,125.73280000000001,75.9008,26.1156
990,125.5772,75.9032,25.8292
991,125.99640000000001,75.714,25.3088
992,125.5728,75.7452,25.134400000000003
993,125.542,75.4752,24.5596
994,125.4864,75.4308,24.3904
995,125.56960000000001,75.2168,24.486800000000002
996,125.19200000000001,75.208,24.5648
997,125.108,75.1596,24.625600000000002
998,125.04400000000001,74.9096,24.145200000000003
999,125.18520000000001,74.92960000000001,24.2788
1000,125.0552,74.964,24.0944
1001,125.308,74.8952,24.465600000000002
1002,125.27600000000001,75.0424,24.081200000000003
1003,125.108,75.0664,24.079600000000003
1004,125.21560000000001,75.1948,23.5668
1005,125.58000000000001,75.2472,24.163600000000002
1006,125.9308,75.294,23.7084
1007,125.9668,75.22840000000001,23.1784
1008,126.1572,75.1596,22.901600000000002
1009,125.7016,74.8452,22.8988
1010,125.6624,74.58200000000001,22.080000000000002
1011,125.22080000000001,74.2908,21.805600000000002
1012,125.0004,74.062,20.7852
1013,124.5912,73.64200000000001,21.1456
1014,124.2736,73.5648,20.9648
1015,123.73360000000001,73.2992,20.4588
1016,123.86240000000001,72.9088,20.0124
1017,123.06360000000001,72.52600000000001,19.9252
1018,122.4748,72.36840000000001,19.504
1019,122.4308,72.12480000000001,19.852
1020,122.4308,72.12480000000001,19.852
1021,121.83680000000001,71.77040000000001,19.968
1022,121.2672,72.024,20.8524
1023,120.69080000000001,72.1444,20.4232
1024,121.7728,72.4852,20.6476
1025,122.2004,72.938,20.505200000000002
1026,122.8276,73.27720000000001,20.4268
1027,122.932,73.3816,18.9836
1028,123.47200000000001,73.2968,19.020400000000002
1029,124.10520000000001,73.8412,19.902
1030,124.30160000000001,74.6892,19.7788
1031,124.30160000000001,74.6892,19.7788
1032,125.00720000000001,74.7748,22.720000000000002
1033,126.85000000000001,75.36240000000001,21.308
1034,127.2112,75.21000000000001,22.0076
1035,126.25,75.3104,21.186
1036,126.2484,75.00840000000001,21.762800000000002
1037,126.13560000000001,74.6468,21.2052
1038,125.5892,74.67240000000001,21.314400000000003
1039,125.45880000000001,74.6324,21.2408
1040,125.39800000000001,74.41,20.9892
1041,125.3508,74.44720000000001,21.4164
1042,125.3508,74.44720000000001,21.4164
1043,125.308,74.1448,22.0348
1044,125.2076,74.0732,21.7236
1045,124.4488,73.708,21.8636
1046,124.32600000000001,73.69800000000001,22.2268
1047,124.3392,73.49080000000001,21.389200000000002
1048,123.67280000000001,73.4492,22.0968
1049,123.6752,73.2536,21.4796
1050,123.382,73.0536,22.723200000000002
1051,122.9212,72.8636,22.3736
1052,122.9212,72.8636,22.3736
1053,123.0904,73.0316,22.334400000000002
1054,122.85040000000001,72.74000000000001,22.2104
1055,122.41000000000001,72.6268,22.947200000000002
1056,122.1816,72.5988,22.9628
1057,121.9268,72.3028,23.5256
1058,121.798,72.3028,23.726000000000003
1059,121.8576,72.2612,23.820400000000003
1060,121.2192,72.22840000000001,23.6552
1061,121.0176,72.2968,24.178800000000003
1062,121.0704,71.9492,24.314400000000003
1063,121.0704,71.9492,24.314400000000003
1064,120.4932,72.16080000000001,24.530800000000003
1065,120.20880000000001,72.0372,25.4936
1066,119.8276,71.7776,25.8152
1067,119.4972,71.6748,25.546400000000002
1068,119.31400000000001,71.21640000000001,25.4008
1069,118.14200000000001,70.94720000000001,26.014000000000003
1070,118.168,70.67320000000001,26.1508
1071,117.73400000000001,70.7056,26.223200000000002
1072,116.77080000000001,70.3392,26.633200000000002
1073,116.95840000000001,69.92920000000001,26.294
1074,116.95840000000001,69.92920000000001,26.294
1075,116.5356,70.14880000000001,26.960800000000003
1076,116.48440000000001,70.1328,27.066000000000003
1077,116.25200000000001,70.3092,27.630000000000003
1078,116.36080000000001,70.334,28.348000000000003
1079,116.7356,70.3996,28.600800000000003
1080,116.4944,70.6928,28.9464
1081,117.4616,71.5976,29.3668
1082,118.66680000000001,72.2912,29.498
1083,119.28960000000001,73.1324,29.675600000000003
1084,119.28960000000001,73.1324,29.675600000000003
1085,120.49560000000001,74.0468,30.42
1086,121.7124,74.8816,30.0364
1087,123.33600000000001,75.74600000000001,29.916400000000003
1088,124.43560000000001,76.6104,31.230400000000003
1089,125.5184,77.292,30.9372
1090,126.3168,78.09,30.9648
1091,126.55600000000001,78.3328,30.608800000000002
1092,125.87960000000001,77.9116,29.364800000000002
1093,124.9068,78.04560000000001,28.352400000000003
1094,124.3388,77.0104,27.756800000000002
1095,124.3388,77.0104,27.756800000000002
1096,123.4912,76.7684,30.7756
1097,123.99680000000001,76.8404,31.2484
1098,123.7348,76.9428,31.0852
1099,124.7488,76.9448,30.9692
1100,124.14760000000001,77.5372,30.938000000000002
1101,124.468,78.01,30.971200000000003
1102,124.44200000000001,78.2172,31.1548
1103,124.736,78.47160000000001,31.498
1104,125.03160000000001,78.46640000000001,31.0224
1105,125.13040000000001,78.7248,31.389200000000002
1106,125.13040000000001,78.7248,31.389200000000002
1107,125.2244,78.76,31.42
1108,124.63680000000001,78.87440000000001,30.550800000000002
1109,124.78920000000001,78.53240000000001,30.228
1110,124.4876,78.3488,30.399600000000003
1111,123.7564,78.2568,29.441200000000002
1112,123.9916,78.17960000000001,29.7344
1113,123.3336,77.57520000000001,29.506
1114,123.0908,77.3448,29.046000000000003
1115,122.8088,77.158,28.608
1116,122.43960000000001,76.87360000000001,28.856
1117,122.3388,76.5604,28.57
1118,121.76280000000001,76.59320000000001,29.094
1119,121.9556,77.1956,29.074
1120,122.4932,78.07000000000001,26.0988
1121,122.32400000000001,77.8484,26.351200000000002
1122,122.16720000000001,78.0472,29.948400000000003
1123,123.7004,77.97240000000001,28.832800000000002
1124,124.2192,78.5532,29.1
1125,124.3096,79.1388,29.8764
1126,125.48,79.8832,30.7408
1127,125.74480000000001,80.598,31.5436
1128,126.48320000000001,81.33840000000001,31.34
1129,127.1616,81.884,31.4048
1130,128.3488,82.5412,32.3796
1131,128.90040000000002,83.172,32.7648
1132,129.5472,83.3648,32.9864
1133,129.5088,83.0732,33.5932
1134,130.0508,83.2384,32.8372
1135,131.2456,84.33080000000001,33.8804
1136,131.808,84.6936,33.5644
1137,131.4036,84.02000000000001,33.510400000000004
1138,130.4472,82.1532,31.605600000000003
1139,129.47320000000002,81.378,30.5256
1140,129.4196,81.43,30.096
1141,129.8312,81.28320000000001,28.689600000000002
1142,129.0996,80.4312,27.9444
1143,128.23600000000002,77.8028,24.9712
1144,127.79320000000001,77.2692,23.82
1145,130.64520000000002,79.6328,24.2188
1146,130.094,79.40520000000001,22.060000000000002
1147,127.14120000000001,75.5,19.0436
1148,127.0728,74.8392,18.1248
1149,132.7604,78.24640000000001,19.392
1150,136.538,81.62440000000001,18.0476
1151,141.57840000000002,84.95360000000001,20.1948
1152,143.9324,87.28240000000001,21.5528
1153,147.1276,90.8836,22.710800000000003
1154,154.1108,97.6152,27.6724
1155,158.9456,102.456,32.5828
1156,161.38,104.81200000000001,34.5352
1157,163.186,107.6868,35.706
1158,165.3648,111.8324,38.7652
1159,165.2288,112.00720000000001,41.394400000000005
1160,163.6792,109.80680000000001,41.031600000000005
1161,163.46640000000002,109.3848,40.31
1162,164.53560000000002,110.7744,42.8492
1163,166.2852,114.60440000000001,46.665200000000006
1164,165.2836,114.5904,49.948
1165,164.3836,114.0412,48.4504
1166,164.7328,115.6636,51.674400000000006
1167,164.40560000000002,115.774,52.5644
1168,164.0148,116.3112,54.714400000000005
1169,163.1304,116.0724,53.674400000000006
1170,163.3804,116.6824,53.071600000000004
1171,162.844,117.2304,54.3624
1172,164.066,119.924,57.124
1173,157.7396,113.4316,52.8168
1174,152.49960000000002,108.432,50.158
1175,150.2336,106.8664,48.0056
1176,142.6576,100.158,44.302
1177,134.69480000000001,93.0168,41.0016
1178,130.8016,87.17360000000001,37.507200000000005
1179,129.49,86.30720000000001,36.284800000000004
1180,131.1244,87.36800000000001,34.468
1181,131.28560000000002,85.63040000000001,31.093600000000002
1182,129.4776,81.91080000000001,25.8248
1183,132.4956,84.578,27.422
1184,134.1156,85.23,25.4924
1185,132.68,82.4972,24.752000000000002
1186,135.868,85.0064,23.825200000000002
1187,139.7264,88.65,25.967200000000002
1188,141.238,88.2816,23.326
1189,144.6764,90.854,22.1512
1190,149.9084,94.4944,24.4084
1191,155.4956,99.11240000000001,28.625600000000002
1192,158.6976,102.5776,30.1352
1193,160.2952,104.02120000000001,29.9236
1194,163.5436,107.3144,31.925600000000003
1195,167.0692,111.62480000000001,36.2036
1196,169.51080000000002,114.5972,37.7744
1197,169.5252,115.066,36.251200000000004
1198,171.7416,118.2688,37.9508
1199,172.2644,120.2968,43.982400000000005
1200,171.78560000000002,120.8336,43.7164
1201,171.336,120.3112,44.532000000000004
1202,170.7216,119.9756,44.4212
1203,170.14960000000002,118.9016,43.4316
1204,169.61360000000002,117.8352,42.5
1205,169.66320000000002,117.59360000000001,42.653600000000004
1206,170.43280000000001,118.37960000000001,42.7368
1207,169.9428,119.358,45.031600000000005
1208,170.138,119.3148,46.282000000000004
1209,169.5384,118.5532,45.5968
1210,167.81480000000002,117.3284,44.5696
1211,168.1168,117.19600000000001,45.4992
1212,168.2288,117.8704,45.7652
1213,168.268,118.86760000000001,49.1456
1214,168.092,119.07000000000001,50.096000000000004
1215,167.50560000000002,118.5764,49.522000000000006
1216,166.734,118.52720000000001,49.918800000000005
1217,166.6892,118.9204,49.406800000000004
1218,166.7892,118.9544,50.525200000000005
1219,166.2448,117.9508,49.588
1220,165.1364,117.0368,48.126400000000004
1221,163.6284,115.4184,46.8168
1222,163.66320000000002,115.86200000000001,48.964000000000006
1223,164.0404,116.32000000000001,50.2396
1224,164.0404,116.32000000000001,50.2396
1225,163.6336,115.7612,48.1876
1226,163.6464,116.558,50.1068
1227,164.77,118.3656,49.644000000000005
1228,162.3308,115.36080000000001,47.281600000000005
1229,160.9316,114.3996,47.610400000000006
1230,160.3572,115.72640000000001,48.7228
1231,156.7196,113.1408,50.3192
1232,155.34720000000002,112.20320000000001,52.870400000000004
1233,154.788,111.66760000000001,57.4836
1234,154.788,111.66760000000001,57.4836
1235,152.74880000000002,110.0836,56.6156
1236,150.4888,107.5604,55.8348
1237,146.28400000000002,105.13600000000001,54.476
1238,141.4584,100.67880000000001,51.728
1239,140.77,99.5704,49.5656
1240,140.97560000000001,99.1324,49.3524
1241,140.3748,97.3052,48.089200000000005
1242,139.9008,95.97680000000001,44.980000000000004
1243,141.864,96.5892,42.989200000000004
1244,143.7852,98.7004,41.974000000000004
1245,143.7852,98.7004,41.974000000000004
1246,144.58960000000002,97.1028,38.147600000000004
1247,144.21720000000002,95.97680000000001,34.7656
1248,148.8668,98.51400000000001,34.8464
1249,145.814,94.0316,31.168000000000003
1250,146.7744,95.5852,32.3776
1251,144.578,93.9808,32.394
1252,144.1708,92.6772,30.164
1253,144.1088,92.736,30.803600000000003
1254,143.1508,92.2996,30.2512
1255,147.9932,95.6748,31.474
1256,147.9932,95.6748,31.474
1257,153.06400000000002,100.79,37.284800000000004
1258,156.1832,103.4132,37.836400000000005
1259,159.19400000000002,106.6436,38.728
1260,159.7932,107.9256,38.806000000000004
1261,157.3192,101.11120000000001,36.256
1262,153.3304,92.6628,33.949200000000005
1263,144.7216,81.52000000000001,29.9204
1264,134.7476,69.8916,25.8796
1265,130.0636,61.3496,24.0192
1266,130.0636,61.3496,24.0192
1267,129.6996,57.8528,21.095200000000002
1268,128.5044,56.13,21.4696
1269,129.912,57.3292,20.5056
1270,132.4216,61.574000000000005,21.7284
1271,136.01680000000002,67.5044,23.6244
1272,140.2228,75.4448,25.1412
1273,154.202,93.78280000000001,33.522400000000005
1274,159.1748,102.57600000000001,38.275600000000004
1275,161.9752,107.9812,40.376000000000005
1276,162.966,110.98880000000001,42.702000000000005
1277,162.966,110.98880000000001,42.702000000000005
1278,163.7836,112.0652,43.8476
1279,163.7612,113.0248,43.473200000000006
1280,164.53560000000002,113.7356,42.7808
1281,165.4476,114.73440000000001,42.5552
1282,166.4804,116.3236,45.208000000000006
1283,167.1836,117.54360000000001,47.000800000000005
1284,167.798,117.94760000000001,48.2948
1285,168.07680000000002,118.092,47.3292
1286,167.4716,116.94800000000001,44.9864
1287,165.2604,114.9304,42.302800000000005
1288,165.2604,114.9304,42.302800000000005
1289,163.0392,113.1864,38.4204
1290,161.9356,111.06800000000001,37.8928
1291,160.96880000000002,109.456,35.6308
1292,159.7648,108.24520000000001,34.272400000000005
1293,159.7424,107.62960000000001,33.9528
1294,159.346,107.67280000000001,35.467600000000004
1295,158.6468,107.19200000000001,34.5304
1296,158.0756,107.44760000000001,35.0384
1297,158.2356,107.906,35.702400000000004
1298,158.2356,107.906,35.702400000000004
1299,157.5504,108.0496,36.4212
1300,157.7156,107.8764,36.9424
1301,157.43280000000001,107.90440000000001,37.806400000000004
1302,156.91760000000002,108.31800000000001,39.2812
1303,156.9836,109.0948,40.7532
1304,157.3572,109.85040000000001,42.034800000000004
1305,157.4264,110.2376,42.4904
1306,157.93640000000002,110.26440000000001,42.397600000000004
1307,157.24800000000002,109.4864,41.653200000000005
1308,156.61,108.59960000000001,41.4448
1309,156.2276,108.64320000000001,41.2364
1310,156.83280000000002,108.25120000000001,41.0052
1311,156.73000000000002,109.19200000000001,40.4628
1312,157.7332,109.34320000000001,40.4812
1313,157.55200000000002,108.632,38.9568
1314,157.56640000000002,108.6376,38.4
1315,158.166,108.9364,38.654
1316,159.35160000000002,109.32600000000001,37.8928
1317,159.0856,108.94800000000001,37.418800000000005
1318,158.9704,108.7008,36.607600000000005
1319,158.6816,108.7324,36.8896
1320,159.2296,109.24600000000001,37.516000000000005
1321,159.5196,109.766,38.49
1322,159.6328,110.6932,39.244800000000005
1323,159.3984,111.66600000000001,40.2432
1324,160.7696,112.00800000000001,40.3616
1325,161.48760000000001,113.48440000000001,40.556000000000004
1326,162.8364,113.97760000000001,41.513200000000005
1327,163.5592,115.04520000000001,42.510000000000005
1328,164.5208,116.426,43.141600000000004
1329,165.4324,117.8172,44.878800000000005
1330,166.11360000000002,119.86680000000001,46.7864
1331,168.21800000000002,121.4508,50.8496
1332,168.34640000000002,121.93400000000001,52.2424
1333,167.368,120.6272,53.4168
1334,168.15640000000002,121.13080000000001,51.9048
1335,169.30960000000002,122.44080000000001,53.786
1336,169.71720000000002,122.8472,55.296400000000006
1337,170.43120000000002,123.44680000000001,55.9668
1338,170.7724,123.81200000000001,57.537200000000006
1339,171.65640000000002,125.1524,57.4408
1340,172.16840000000002,125.94560000000001,54.8464
1341,169.6848,122.63080000000001,51.2092
1342,165.4452,117.5172,47.5456
1343,161.366,111.8828,44.077600000000004
1344,156.6372,105.9256,40.872800000000005
1345,151.488,100.9612,38.245200000000004
1346,147.77960000000002,97.6284,37.268
1347,145.816,94.6016,35.528
1348,143.07680000000002,93.5888,35.1348
1349,143.924,94.412,36.5796
1350,147.0712,96.6436,37.728
1351,149.104,99.5672,37.176
1352,149.56480000000002,100.8152,37.5024
1353,150.7476,101.7232,39.3328
1354,153.2244,105.1532,40.891600000000004
1355,156.0504,108.89760000000001,43.872
1356,157.74360000000001,111.5776,46.458800000000004
1357,158.86360000000002,113.7056,48.9148
1358,159.88760000000002,115.11840000000001,49.5908
1359,160.6132,115.58680000000001,52.3108
1360,160.3548,115.7236,53.4908
1361,159.96640000000002,114.9116,53.28
1362,159.00320000000002,114.07000000000001,54.266000000000005
1363,157.3528,112.0048,54.2184
1364,154.8964,109.12280000000001,54.328
1365,153.144,108.08760000000001,54.1388
1366,152.37040000000002,108.0664,54.0844
1367,153.5312,108.5788,53.5824
1368,154.3068,109.12280000000001,53.6404
1369,154.6172,109.23360000000001,53.641200000000005
1370,155.5832,109.2684,54.1036
1371,156.04600000000002,109.25,52.7096
1372,154.23760000000001,108.2776,52.0636
1373,154.9288,107.1256,51.491600000000005
1374,153.1488,106.548,50.2468
1375,151.54240000000001,105.92920000000001,50.5996
1376,150.9336,104.9552,49.5112
1377,149.59040000000002,103.068,47.897600000000004
1378,148.478,102.79520000000001,47.318000000000005
1379,148.08520000000001,101.76960000000001,46.516400000000004
1380,148.21800000000002,101.8468,46.034400000000005
1381,148.1628,101.65480000000001,45.1024
1382,147.3616,100.6768,44.28
1383,145.68,99.19760000000001,43.1708
1384,143.40040000000002,95.4508,40.8104
1385,139.6664,91.4012,39.788000000000004
1386,136.104,87.5776,37.966
1387,133.5208,84.1148,35.830400000000004
1388,131.56560000000002,82.46520000000001,35.1164
1389,131.65120000000002,81.684,34.984
1390,132.3252,83.592,36.502
1391,134.58520000000001,85.60000000000001,37.677600000000005
1392,136.1328,86.95320000000001,37.39
1393,136.0748,87.8324,38.1796
1394,136.7116,89.0248,37.5172
1395,139.0336,89.928,37.92
1396,139.56040000000002,90.9504,38.071200000000005
1397,140.6088,91.6468,37.8432
1398,143.118,94.8512,38.9568
1399,147.4168,99.2992,39.2256
1400,149.9836,102.48920000000001,42.7776
1401,151.4464,104.42920000000001,43.024
1402,153.3056,106.27600000000001,43.7396
1403,154.174,107.62960000000001,44.022800000000004
1404,154.4836,108.08200000000001,44.0916
1405,154.9052,108.6808,44.257200000000005
1406,155.1536,109.2292,44.8892
1407,155.7964,109.6832,45.522400000000005
1408,156.2512,110.0856,43.988
1409,155.6696,110.208,44.113600000000005
1410,155.5372,109.4544,42.7224
1411,155.6856,108.9688,42.4476
1412,155.2484,108.8636,42.3404
1413,154.94240000000002,108.0224,40.8352
1414,154.4828,106.08800000000001,37.111200000000004
1415,152.3688,103.15360000000001,35.5112
1416,152.3688,103.15360000000001,35.5112
1417,146.448,95.1832,30.9008
1418,145.3432,93.726,30.308400000000002
1419,144.4472,92.6808,29.7908
1420,144.6364,92.7288,30.366000000000003
1421,144.96120000000002,93.22720000000001,29.694000000000003
1422,146.88320000000002,95.0364,30.676000000000002
1423,148.2584,97.0704,32.3896
1424,150.094,98.51360000000001,32.758
1425,150.3572,100.2608,32.3224
1426,151.6276,101.80000000000001,33.116800000000005
1427,151.6276,101.80000000000001,33.116800000000005
1428,154.18200000000002,103.9452,34.762
1429,155.8796,107.65480000000001,39.3108
1430,156.50920000000002,108.912,40.906800000000004
1431,156.76520000000002,110.0788,43.838
1432,156.4456,110.2736,44.9316
1433,155.6184,110.126,44.513600000000004
1434,154.6892,109.84400000000001,46.0236
1435,154.282,109.39760000000001,46.1468
1436,154.05360000000002,109.11840000000001,46.458400000000005
1437,153.43800000000002,108.28320000000001,45.2136
1438,153.43800000000002,108.28320000000001,45.2136
1439,152.1816,107.3044,45.159600000000005
1440,151.7468,106.19680000000001,44.8796
1441,150.9144,105.49560000000001,45.412800000000004
1442,150.292,105.07440000000001,46.2676
1443,149.846,104.9876,45.827200000000005
1444,150.3848,104.49600000000001,46.1572
1445,149.3,104.17320000000001,45.754400000000004
1446,148.5252,103.18520000000001,48.21
1447,148.0388,103.0856,47.7984
1448,148.0388,103.0856,47.7984
1449,148.4048,103.2304,47.6212
1450,149.3432,104.3296,47.0816
1451,150.9036,104.98960000000001,45.296400000000006
1452,150.90560000000002,104.4916,42.452000000000005
1453,150.5688,103.2256,40.1516
1454,150.0752,103.2612,40.3752
1455,149.5084,102.74560000000001,40.628
1456,148.8724,102.06,39.316
1457,148.61440000000002,101.2628,37.936800000000005
1458,148.45520000000002,100.71480000000001,37.464
1459,148.45520000000002,100.71480000000001,37.464
1460,150.1116,101.39,36.8048
1461,151.3908,104.3848,43.1404
1462,136.62640000000002,89.6624,43.1484
1463,127.99440000000001,76.2112,40.382000000000005
1464,127.4388,76.548,40.064800000000005
1465,139.0336,90.2184,42.4424
1466,142.6216,94.0536,43.0784
1467,147.36440000000002,99.2688,43.698
1468,152.62640000000002,105.9796,45.190000000000005
1469,155.98760000000001,109.53840000000001,45.7776
1470,155.98760000000001,109.53840000000001,45.7776
1471,156.5028,110.4424,45.99
1472,157.954,111.46600000000001,46.5752
1473,160.0324,113.0,44.5568
1474,159.0944,111.35520000000001,40.275600000000004
1475,157.6164,109.54480000000001,38.980000000000004
1476,156.74360000000001,108.01520000000001,36.9812
1477,157.0608,109.1712,38.7368
1478,156.892,109.35520000000001,39.491600000000005
1479,155.7184,108.5044,38.8988
