R,G,B
168.3008,122.0428,78.7288
169.30880000000002,123.0968,79.0004
168.8716,121.034,76.96520000000001
169.434,122.634,79.2564
168.548,121.0844,77.402
168.64520000000002,122.8268,80.2872
168.64520000000002,122.8268,80.2872
168.48680000000002,122.55600000000001,79.9632
167.07160000000002,120.9992,78.8716
167.0692,122.8108,82.3536
166.948,121.92960000000001,81.36200000000001
165.8812,120.62320000000001,79.494
166.5044,122.31160000000001,82.1468
165.1412,121.19200000000001,81.0108
164.69920000000002,120.5336,80.6584
165.5072,122.2312,84.36120000000001
164.91760000000002,120.4848,81.0616
164.33360000000002,120.64120000000001,82.5048
164.5728,122.16560000000001,83.5048
164.11,119.9856,80.2676
164.574,120.26520000000001,80.6216
165.3736,121.346,81.19120000000001
164.0404,119.3148,80.0844
164.25,120.37960000000001,82.10600000000001
164.5524,121.1748,82.73360000000001
163.5652,119.2672,80.9424
163.75320000000002,121.2416,82.6336
164.3408,120.95240000000001,82.98320000000001
163.16760000000002,119.302,81.00200000000001
163.9196,121.21560000000001,83.5056
163.9104,120.66680000000001,82.2992
162.7456,119.5116,80.4072
163.5984,121.56200000000001,83.73
163.68720000000002,120.1888,82.09920000000001
162.9772,119.90960000000001,80.9888
164.0292,121.81400000000001,84.01440000000001
163.9524,120.1396,81.2816
163.3296,120.22120000000001,83.0416
164.3004,121.8028,84.1696
163.18800000000002,119.864,81.6408
163.132,120.8104,83.14840000000001
163.9812,121.9316,84.38000000000001
162.6176,119.68560000000001,82.2496
162.5632,120.8392,85.3116
162.842,121.69000000000001,84.90520000000001
161.6472,119.34880000000001,82.59920000000001
162.11,120.95880000000001,85.718
162.52,121.0544,85.12960000000001
161.6604,119.39800000000001,83.1472
162.7672,121.4064,85.40400000000001
163.04840000000002,120.97160000000001,84.66720000000001
162.54160000000002,119.77080000000001,82.0244
163.4024,121.7288,85.14800000000001
163.45520000000002,120.6996,83.39920000000001
162.7048,120.0356,82.9932
163.0924,122.2928,85.35520000000001
162.79000000000002,120.52720000000001,83.66760000000001
161.922,120.33720000000001,83.7924
163.132,121.8656,85.8392
162.2512,120.06360000000001,83.3528
161.93040000000002,120.36280000000001,84.79520000000001
162.94480000000001,121.8412,86.01440000000001
161.9696,119.62880000000001,83.3884
162.36880000000002,120.80000000000001,85.04560000000001
162.68200000000002,121.7348,86.1012
161.20520000000002,119.76320000000001,83.77720000000001
161.5988,121.31320000000001,86.8032
161.9548,121.534,86.46480000000001
160.71880000000002,119.76400000000001,84.5828
161.2888,121.86640000000001,87.4492
162.026,121.2684,86.8048
160.6776,119.8696,84.9056
162.27200000000002,121.92320000000001,87.87480000000001
161.8684,120.99040000000001,85.2996
161.43280000000001,120.2428,84.61800000000001
162.4548,122.2068,87.0408
162.27720000000002,120.59920000000001,84.4064
161.7216,120.4268,85.156
162.79080000000002,122.11080000000001,87.28240000000001
161.5188,120.39,85.1228
161.4108,120.83720000000001,86.3328
161.61440000000002,122.31800000000001,88.23400000000001
161.078,120.0764,85.92240000000001
161.0068,121.2608,87.4584
161.4352,122.15360000000001,88.4252
160.5764,120.134,86.4244
160.6776,121.62360000000001,88.5856
161.1072,121.70240000000001,88.61200000000001
159.8092,119.8208,86.2196
160.85080000000002,121.7292,88.7324
160.95080000000002,121.35560000000001,86.9932
159.9888,119.9876,86.96520000000001
160.5804,122.3708,89.8344
161.10760000000002,121.0468,86.992
160.15040000000002,119.95800000000001,85.4988
161.12040000000002,121.7744,87.95960000000001
161.0932,120.24600000000001,84.80120000000001
160.28560000000002,120.0592,85.3884
161.28040000000001,121.7852,87.69640000000001
160.3888,119.668,85.2196
160.1112,120.0964,86.1832
160.3032,121.3588,89.1088
159.04760000000002,119.63560000000001,86.47720000000001
158.46040000000002,120.5772,88.6388
158.80280000000002,120.8532,88.1472
157.4336,117.84,85.4004
156.67680000000001,118.8216,87.7048
156.32240000000002,119.22240000000001,88.39200000000001
155.252,117.25800000000001,86.4196
154.7876,119.4116,89.9628
153.7452,119.3712,92.1572
151.048,118.64280000000001,94.1928
151.5804,120.6376,98.45960000000001
150.112,120.2376,98.95920000000001
148.8132,119.66720000000001,99.05680000000001
151.0764,122.0768,101.76400000000001
